Identificador de la publicación,Identificador de la página,Nombre de la página,Título,Duración (segundos),Hora de publicación,Enlace permanente,Tipo de publicación,Comentario sobre los datos,Fecha,Comentarios,Distribución,Impresiones,Interacciones,Seguimientos netos,Reacciones,Veces que se guardó,Veces que se compartió,Espectadores,Visualizaciones,Segundos en promedio reproducidos,Segundos reproducidos
1370359271795342,100064638461970,Supersubsidio,"¡En el territorio, aseguramos que el bienestar de los trabajadores sea una realidad! 🇨🇴✨

Hoy, nuestra Superintendente, Sandra Viviana Cadena Martínez, llegó al Valle del Cauca con el objetivo de verificar de primera mano la ejecución de los recursos del Subsidio Familiar y el impacto real de los programas de @Comfandi en la región.

Estos son los proyectos de inversión social al servicio de las familias vallecaucanas:

1️⃣ Educación con propósito: Visitamos los colegios de Yumbo y Calipso. Conocimos los modelos de formación técnica en convenio con el SENA, que benefician a más de 1.200 estudiantes, garantizando que la educación sea un motor de movilidad social.

2️⃣ Infraestructura para la vida: Recorrimos el Campus E Arroyohondo. Nuestra lupa está puesta en que los servicios de recreación y deporte lleguen efectivamente a los afiliados de categorías A y B, con una proyección de más de 326 mil usos para este año.

3️⃣ Innovación y Empleo: En el Campus E Centro, verificamos la operación de la Agencia de Empleo y los servicios de educación financiera. Resaltamos el equipo de innovación, reconocido con el premio Oro SSF, por su enfoque en generar valor social.

4️⃣ Salud al servicio del afiliado: Cerramos la jornada en la IPS Torres, entidad que presta servicios de salud para cerca de 55.000 usuarios.

Nuestra misión es clara: ejercer una vigilancia técnica y rigurosa para que cada peso del sistema se traduzca en bienestar y oportunidades para las familias colombianas. 🛡️💪

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar",0,02/12/2026 17:18,https://www.facebook.com/SuperSubsidio/posts/pfbid0Wns3R9t8YqtwbQ5sHnM4GVbgot5LxgEt6TLCqziNa3EzXnt3PjtNKvoZyWAywzcJl,Foto,,Total,1,--,1571,12,0,25,0,3,1464,2251,,
1370870865077516,100064638461970,Supersubsidio,"¡Córdoba nos necesita y aquí estamos! 🇨🇴❤️

En la Superintendencia del Subsidio Familiar no somos ajenos a la difícil situación que atraviesan nuestros hermanos cordobeses. Por eso, nos unimos con determinación a las jornadas de donación para brindar un alivio a quienes más lo necesitan en este momento.

Creemos firmemente que el bienestar social se construye con acciones concretas y corazones dispuestos.

Unidos por Córdoba 💙",59,02/13/2026 06:07,https://www.facebook.com/reel/3346694082152335/,Reel,,Total,0,+0.2x,1009,6,0,6,0,0,783,911,5.428,4532.823
1370976495066953,100064638461970,Supersubsidio,"🇨🇴 El decreto del Salario Vital fue expedido por el Gobierno del Presidente @gustavopetrourrego en cumplimiento de la Constitución de Colombia.

Su incremento se definió con criterios técnicos y económicos rigurosos, garantizando dignidad, oportunidades e ingresos justos para el pueblo trabajador.

Suspender un decreto que protege el salario vital significa poner en riesgo el ingreso y los derechos adquiridos de millones de trabajadoras y trabajadores. Por eso, el #SalarioVitalSeDefiende.",0,02/13/2026 08:29,https://www.facebook.com/SuperSubsidio/posts/pfbid0rXpdJgtDjiyK5eZ6zVYGubZnqvjRTCDYpYt5HV31XyoV5Ube1BkZrZtSeyddQvL7l,Foto,,Total,33,--,17152,365,-1,317,0,54,15210,24605,,
1371171028380833,100064638461970,Supersubsidio,"🇨🇴 ¡El #SalarioVitalSeDefiende! El Ministro de @MintrabajoCol, @AntonioSanguino, aseguró que la suspensión del decreto de salario vital afecta directamente la dignidad de millones de trabajadores.

“Al trabajador que me escucha, su ilusión es tener el mínimo para vivir con dignidad, y eso es lo que se pretende arrebatar con esta decisión”, afirmó el ministro, quien confirma que el Gobierno defenderá su validez.

#SalarioVitalSeDefiende",43,02/13/2026 13:50,https://www.facebook.com/reel/1250203143283468/,Reel,,Total,1,+2.9x,3153,80,1,99,0,25,3081,3534,9.839,31928.824
1371187498379186,100064638461970,Supersubsidio,"🇨🇴 El Salario Vital, decretado para este 2026, fue una decisión tomada con el fin de proteger el bolsillo y la dignidad de cada trabajador y trabajadora de Colombia. 

El #SalarioVitalSeDefiende porque representa un compromiso con la justicia social y el trabajo digno.",0,02/13/2026 14:22,https://www.facebook.com/SuperSubsidio/posts/pfbid02q3Dahz7swu9NhAWxvN5jz65KcbUWNJzz1pW4YfcvVBzbP1QmSUiGsWuVWrenxVUcl,Foto,,Total,19,--,8528,126,-2,100,0,21,8226,11931,,
1373229181508351,100064638461970,Supersubsidio,"🇨🇴 El Presidente @gustavopetrourrego invita a los empresarios del país para dialogar y participar este lunes, en la Comisión de Concertación, y se llegue así a un Pacto por la Vida que beneficie al pueblo trabajador.

#SalarioVitalSeDefiende",65,02/15/2026 16:22,https://www.facebook.com/reel/1435752371274553/,Reel,,Total,6,+11.6x,6203,211,6,183,5,29,5630,6302,18.438,105210.498
1373241251507144,100064638461970,Supersubsidio,"🇨🇴 ""Los anteriores gobiernos relegaron el salario mínimo de la canasta vital de la familia, porque un trabajador tiene familia, y por eso ahora toca dar unos altos. Los di en los tres primeros años, 17% y 18% real, y ahora último año en mi gobierno 23% real, para llegar al nivel de lo que llamamos un salario vital. Es lo que se ha decretado, siguiendo la orden de la Corte Constitucional y la Constitución de Colombia"": Pdte. @PetroGustavo. 

#SalarioVitalSeDefiende",0,02/15/2026 16:41,https://www.facebook.com/SuperSubsidio/posts/pfbid0f6GAFkPneEJh5762qeqsxCAwrcfsQcu6B9ywPWULHSuHinyEynrb1vcCvj8RKeDjl,Foto,,Total,0,--,5584,50,-2,48,1,1,4988,8080,,
1374941568003779,100064638461970,Supersubsidio,"¡Atención, pueblo trabajador de Colombia! 📣 🇨🇴

El Salario Vital es una conquista histórica de la clase trabajadora; por eso, este jueves 19 de febrero, desde las 2:00 p.m., en todas las plazas públcias del país, vamos #ALasPlazasPorElSalarioVital, por su defensa y por lo que exige la Constitución.",0,02/17/2026 12:33,https://www.facebook.com/SuperSubsidio/posts/pfbid02erwJeZn27KofsnJndP2RsFYiGoy4PztcZCzqtscxkjD1fZQURKi8eBymz4xPPuHCl,Foto,,Total,0,--,800,8,0,8,0,0,716,1051,,
1374948444669758,100064638461970,Supersubsidio,"El Salario Vital es un derecho adquirido por la clase trabajadora de Colombia.

Este 19 de febrero, vamos #ALasPlazasPorElSalarioVital desde las 2:00 p.m. en todas las plazas públicas del país, porque esta conquista histórica debe mantenerse para garantizar dignidad a cada trabajador y trabajadora.",0,02/17/2026 12:48,https://www.facebook.com/SuperSubsidio/posts/pfbid02QHm387tBTZqpmvpTKeJQrnHUxAhjJqXpa8s7dPmNxe4W57d8QTRsjuntUJCWm9zel,Foto,,Total,2,--,1341,15,0,14,0,0,1216,1831,,
1374964284668174,100064638461970,Supersubsidio,"¡Unimos esfuerzos por las mujeres colombianas! 🇨🇴✨

​Nos enorgullece anunciar la firma del Memorando de Entendimiento entre la Superintendencia del Subsidio Familiar y @onumujerescol 🤝💜

​Este acuerdo no es solo un documento, es la hoja de ruta para fortalecer la Política de Equidad de Género en las Cajas de Compensación Familiar de todo el país. Reconocemos a la mujer como el motor esencial del desarrollo sostenible y estamos listos para trabajar en territorio.

​📍 Iniciamos una agenda conjunta para garantizar derechos, igualdad y empoderamiento real.

​¡Con dignidad cumplimos! ✊

#Supersubsidio #EquidadDeGénero",0,02/17/2026 13:19,https://www.facebook.com/SuperSubsidio/posts/pfbid02VxowWku8dua52X7GvVKakQipi4X8qug8R5K8XHQJ1ib53f6S6U7UWeFqG8QwoLbyl,Foto,,Total,4,--,6797,45,3,69,1,5,6156,9581,,
1375002741330995,100064638461970,Supersubsidio,"¡Unimos fuerzas por la equidad de género! 🇨🇴💜

La @Supersubsidio y @ONUMujeresCol firman Memorando de Entendimiento para transformar las Cajas de Compensación con una política de género real. No es solo un papel, es la ruta para garantizar que el talento y los derechos de las mujeres impulsen el desarrollo de Colombia. 

Con dignidad cumplimos. 🤝✨

#Supersubsidio #EquidadDeGénero",55,02/17/2026 14:22,https://www.facebook.com/reel/915089390931710/,Reel,,Total,1,+0.9x,2190,48,3,42,3,4,1875,2139,7.583,14992.801
1375973991233870,100064638461970,Supersubsidio,"Desde todas las plazas públicas del país, incluyendo la Plaza de Bolívar en Bogotá, nos uniremos para defender el Salario Vital. 🇨🇴

Convocamos a todas las trabajadoras y trabajadores de Colombia #ALasPlazasPorElSalarioVital este jueves 19 de febrero, desde las 2:00 p.m.

Defendemos el salario que reconoce el esfuerzo diario y garantiza estabilidad a millones de hogares en Colombia.",0,02/18/2026 17:01,https://www.facebook.com/SuperSubsidio/posts/pfbid0TbXvoE6b7En8xm5aRsWuqqZg5KiYKi9CjCgLWbcChwqwMKujKipoi4f3AkKEe3dNl,Foto,,Total,4,--,2813,19,1,34,0,7,2623,3887,,
1376401294524473,100064638461970,Supersubsidio,"El Presidente @PetroGustavo convoca al pueblo trabajador #ALasPlazasPorElSalarioVital este jueves 19 de febrero desde las 2:00 p.m. 

Proteger el Salario Vital es fundamental porque representa una conquista histórica de las trabajadoras y trabajadores que, con su esfuerzo diario, sostienen a Colombia. 

Defenderlo es garantizar el derecho a un ingreso digno, a la estabilidad de millones de familias y al respeto por la Constitución.",25,02/19/2026 04:42,https://www.facebook.com/reel/1435805131388111/,Reel,,Total,9,+2.2x,1346,37,0,29,0,1,1108,1317,7.034,8145.733
1376461031185166,100064638461970,Supersubsidio,"🇨🇴 Junto con el Presidente @gustavopetrourrego, el pueblo trabajador de Colombia sale este 19 de febrero, desde las 2:00 p.m., a todas las plazas del país en defensa del Salario Vital. 

Defendemos esta conquista histórica que otorga estabilidad a millones de trabajadores y trabajadoras que salen de sus hogares cada día para aportar al desarrollo económico del país. 

#ALasPlazasPorElSalarioVital",0,02/19/2026 06:08,https://www.facebook.com/SuperSubsidio/posts/pfbid0ydYXuysfXkriwTnaFY62LGuQuocLGV6QKueX3pX7Dt43gsQsCPfNqnJSPT3nR4VYl,Foto,,Total,4,--,949,14,-2,10,0,0,817,1287,,
1376521921179077,100064638461970,Supersubsidio,"🚀 ¡Tu carrera profesional inicia aquí! La Supersubsidio busca estudiantes (técnicos, tecnólogos y profesionales) para sus prácticas y judicaturas 2026. 🇨🇴

#Supersubsidio #SupervisarEsCuidar",0,02/19/2026 07:19,https://www.facebook.com/SuperSubsidio/posts/pfbid04Ff2AkeY7LMVJDJpT9YeGnmREpiCTVxCJe43DjHXV6PZiHJjSpcHppX7AD8YqJdUl,Foto,,Total,0,--,10155,21,5,20,1,4,9319,12886,,
1376623571168912,100064638461970,Supersubsidio,"¡Comprometidos con el bienestar de Córdoba! 🇨🇴📦

Desde la @supersubsidio realizamos una importante donación de ayudas humanitarias para las familias del departamento, contando con el respaldo fundamental del Comando de Apoyo de Acción Integral y Desarrollo del @ejercitonacionalcol para toda la jornada de recolección. 🤝✨

Esta acción nace de nuestro compromiso de estar siempre presentes para quienes más lo necesitan. Sumamos esfuerzos para que la ayuda llegue a tiempo y para que cada familia sienta que no está sola en los momentos de dificultad.

¡Unidos por Córdoba! 🇨🇴❤️",30,02/19/2026 09:35,https://www.facebook.com/reel/806936715112856/,Reel,,Total,0,+0.4x,1823,20,0,16,1,3,1485,1722,5.577,8706.622
1376862057811730,100064638461970,Supersubsidio,"🇨🇴 Hoy salimos a las calles porque el bienestar del trabajador es el corazón de nuestra misión. Desde la Superintendencia del Subsidio Familiar, entendemos que defender un salario vital es defender la estabilidad y dignidad de millones de hogares colombianos.

#ALasPlazasPorElSalarioVital",0,02/19/2026 16:30,https://www.facebook.com/SuperSubsidio/posts/pfbid0mDCEwBeE1ABYKsanaLJmHqFvCfpFjh5k8a4DypVUJsgo25mK75nFqRQwrf41HE8ol,Foto,,Total,2,--,2186,35,0,33,0,2,1956,3291,,
1377503507747585,100064638461970,Supersubsidio,"Desde la Superintendencia del Subsidio Familiar participamos en la mesa de trabajo del FOSFEC junto a las cajas de compensación y el Ministerio del Trabajo, fortaleciendo la ruta de empleabilidad en beneficio de la población afiliada al Sistema del Subsidio Familiar 💼✨

#Supersubsidio #SupervisarEsCuidar",34,02/20/2026 09:50,https://www.facebook.com/reel/4119402784939190/,Reel,,Total,0,+0.1x,2205,27,1,28,0,1,1746,2039,5.948,11070.024
1377589081072361,100064638461970,Supersubsidio,"¿Sabías que el Sistema del Subsidio Familiar es una de las herramientas más poderosas para cerrar brechas en Colombia? ⚖️🤝

En la SuperSubsidio trabajamos con un propósito claro: garantizar que el esfuerzo de cada trabajador se traduzca en oportunidades reales, salud, educación, recreación y vivienda digna.

Porque cuando el bienestar llega a todos, la justicia social deja de ser un concepto y se convierte en una realidad. 👨‍👩‍👧‍👦💙

#Supersubsidio #SubsidioFamiliar #JusticiaSocial",0,02/20/2026 12:13,https://www.facebook.com/SuperSubsidio/posts/pfbid0UwjBT6r7yn5Z5yY2vmDsAmdJYTKgPPQw8C6jns5jCAPDDwAxo9E6tqsE1gjViCARl,Foto,,Total,0,--,1036,4,0,4,0,0,925,1344,,
1378521814312421,100064638461970,Supersubsidio,"Este 22 de febrero levantamos la voz, los instrumentos y el corazón por Córdoba y el Urabá.🎤🔥

Por tan solo $10.000 compra tu boleta y realiza tu aporte a los colombianos afectados.

Si no puedes asistir también puedes donar en https://tinyurl.com/Cultura-Solidaria. 🙌

El 100% de los recursos recaudados serán transferidos a la Cruz Roja Colombiana, que ejecutará directamente en territorio las acciones de asistencia humanitaria, agua y saneamiento, salud, albergue y recuperación de medios de vida.

#UnidosAnteLaEmergencia",16,02/21/2026 13:48,https://www.facebook.com/reel/1371996228064497/,Reel,,Total,1,-0.1x,891,4,1,3,0,0,704,882,3.673,2836.171
1382692517228684,100064638461970,Supersubsidio,"🇨🇴 #ICARRD20 Desde la Segunda Conferencia Internacional de Reforma Agraria y Desarrollo Rural, reafirmamos nuestro compromiso con la transparencia.

🌱 Nuestra misión es clara: vigilar que cada recurso del Subsidio Familiar llegue con calidad y oportunidad a quienes más lo necesitan en las zonas rurales y dispersas.

¡Por un campo con más equidad y protección social! 🤝

#Supersubsidio #SupervisarEsCuidar",0,02/26/2026 05:51,https://www.facebook.com/SuperSubsidio/posts/pfbid02kEqmNcwTNi4ptmLHi7JirHLFCTRAf4rcgFtkgzJsfeRx2Q1htv6QQYm5YdG1XAHFl,Foto,,Total,0,--,696,12,-2,12,0,0,565,1006,,
1382766897221246,100064638461970,Supersubsidio,"🐝 #ICARRD20 En la Supersubsidio fortalecemos nuestra articulación con las políticas de desarrollo rural. Nuestra misión es clara: asegurar que los recursos del sistema del subsidio familiar se traduzcan en bienestar real para las familias del campo.

¿Cómo lo hacemos?

1️⃣ Vigilancia estricta: Que los recursos lleguen a las zonas rurales y dispersas.

2️⃣ Enfoque de género: Asegurando que la mujer rural tenga acceso a programas que fortalezcan su independencia.

3️⃣ Territorialidad: Vivienda y educación que respondan a la realidad de cada región.

Seguimos trabajando por una protección social sólida, transparente y digna.

Superintendencia del Subsidio Familiar. ¡Con dignidad cumplimos!

#Supersubsidio #SupervisarEsCuidar",41,02/26/2026 07:38,https://www.facebook.com/reel/885965447649055/,Reel,,Total,1,+0.4x,1145,9,0,8,0,0,917,1103,4.552,4570.788
1383654623799140,100064638461970,Supersubsidio,"¡Acompañarte es nuestra misión! 🤝✨

En la Superintendencia del Subsidio Familiar trabajamos día a día para que las familias trabajadoras de Colombia se sientan respaldadas en cada paso que dan. 👣

✅ Vigilancia.
✅ Transparencia.
✅ Bienestar para tu hogar.

¡Tu bienestar es nuestro compromiso! 🇨🇴

#Supersubsidio #SubsidioFamiliar #SupervisarEsCuidar",0,02/27/2026 07:26,https://www.facebook.com/SuperSubsidio/posts/pfbid02mNNFcz98Z7dgdYShLvNsu9KdQWx4aiJK9vkAMbNhca4jAP5GxVrYFQ1hdyfVhHykl,Foto,,Total,4,--,2115,14,0,8,1,1,2045,2734,,
1387412256756710,100064638461970,Supersubsidio,"💻 Para inscribirte en los cursos debes enviar un correo electrónico a ssf@ssf.gov.co con el asunto ‘Inscripción cursos SSF’, incluyendo tu nombre completo, número de cédula y correo electrónico. Una vez recibamos tu solicitud, en un plazo máximo de tres (3) días hábiles te enviaremos la confirmación de inscripción y el paso a paso para acceder a los contenidos.

#SubsidioFamiliar #Supersubsidio #SupervisarEsCuidar #CursosGratis",0,03/03/2026 14:55,https://www.facebook.com/SuperSubsidio/posts/pfbid031tpAaNAbzoaiQjMyY2bBn2A2SQ1VzDvCpbqKx3JapS5aFYoJv634fCWaSEjgBk4el,Foto,,Total,0,--,1725,22,0,11,3,8,1497,2500,,
1388318819999387,100064638461970,Supersubsidio,"¡Unimos esfuerzos por la equidad! 🤝✨

Se llevó a cabo la primera mesa técnica en el marco del Memorando de Entendimiento entre la Superintendencia del Subsidio Familiar y ONU Mujeres. Este encuentro marca el inicio del cronograma de actividades conjuntas para promover la igualdad de género y el empoderamiento de las mujeres en nuestro país.

Liderado por nuestra Superintendente, Sandra Viviana Cadena Martínez, y la representante de ONU Mujeres, María Inés Salamanca, este compromiso de cooperación de buena fe busca alcanzar objetivos comunes que transformen realidades.

¡Seguimos trabajando por un subsidio familiar con enfoque de género! 💙

#EquidadDeGénero #Supersubsidio",0,03/04/2026 14:48,https://www.facebook.com/SuperSubsidio/posts/pfbid0fDgrrJ5MwAbpQvQ4FXAVn3WWErrrWThhG5PQJCMdNjFexsLW99JZxzrhYoPUp4t2l,Foto,,Total,1,--,3717,23,1,22,0,0,3402,5217,,
1389068629924406,100064638461970,Supersubsidio,"¡El cambio tiene voz de mujer! ✨

La Supersubsidio, en cabeza de la Superintendente Sandra Viviana Cadena Martínez, se une a la celebración del 37° Premio Cafam a la Mujer.

En esta edición:

• 📍 Más de 146 iniciativas de todas las regiones del país.

• 🌿 Proyectos que integran ciencia, territorio y autonomía.

• 💪 Un homenaje a quienes transforman realidades con acciones sostenibles.

Como destaca el Director Administrativo de Cafam, Luis Gonzalo Giraldo Marín, el impacto directo en las comunidades es la clave del progreso. ¡Seguimos apoyando el liderazgo social que construye país!

#Mujeres #Supersubsidio #SupervisarEsCuidar",0,03/05/2026 12:44,https://www.facebook.com/SuperSubsidio/posts/pfbid0gUy6iHW8sGimg4qe5vwHdzQfSm7fddtTF4MXeKUadKB8qEz3mx1gXRTGRjeTnL6il,Foto,,Total,0,--,2420,18,0,18,0,0,2242,3418,,
1389666123197990,100064638461970,Supersubsidio,"🇨🇴 Hemos trabajado para construir caminos de igualdad en todo el país. 

Entregamos 1.344 apoyos de emergencia a mujeres en riesgo de feminicidio, formamos a 14.000 personas cuidadoras en sus derechos, fortalecimos 19 Casas para la Dignidad de las Mujeres y destinamos más de 37.000 millones de pesos para impulsar las economías populares de mujeres en todo el país. 
#8MNiUnDerechoAtrás ✊💜",0,03/06/2026 06:53,https://www.facebook.com/SuperSubsidio/posts/pfbid0bBDMyAfEivfK7zEPUXuiJggtczhbfbMwk5bDHVTTh9yBc2fqry4aswLDeAyszwrol,Foto,,Total,3,--,508,8,0,5,0,0,434,659,,
1389703163194286,100064638461970,Supersubsidio,"30 mujeres, 30 historias y un solo propósito: transformar a Colombia desde el corazón de sus comunidades. 🇨🇴✨

Ayer vivimos una jornada inolvidable en el Teatro Cafam. La edición N°37 del Premio Cafam a la Mujer nos recordó que el liderazgo femenino no solo soluciona problemas del presente, sino que siembra las bases de un futuro sostenible. 🌿

Desde la ciencia y la cultura hasta el cuidado ancestral del territorio, estas Mujeres Llenas de Vida representan lo mejor de sus departamentos a través de 146 iniciativas que hoy ocupan el centro de la conversación nacional. 👩‍🔬🎨🚜

#PremioMujerCafam #MujeresLíderes #Supersubsidio #SupervisarEsCuidar",0,03/06/2026 07:44,https://www.facebook.com/SuperSubsidio/posts/pfbid0XM5dLwXeRGRdURMnexaoUaQSRRrrqREP6GqSxqJQDLgKbfikRrCSJWuQ1t1WqsyAl,Foto,,Total,0,--,1241,9,0,8,0,1,1157,1639,,
1391144739716795,100064638461970,Supersubsidio,"✊ ​​En el Día Internacional de los Derechos de las Mujeres, reafirmamos nuestro compromiso desde la Superintendencia del Subsidio Familiar. Entendemos que la verdadera transformación social ocurre cuando las mujeres tienen garantías reales para ellas y sus familias.

​Nuestra misión es vigilar y asegurar que el Sistema de Subsidio Familiar sea un motor de oportunidades y un respaldo sólido ante las brechas sociales.

​¡Por más espacios de liderazgo, bienestar y justicia social para todas! 💜

#DíaInternacionalDeLaMujer #DíaDeLaMujer #8M #8MNiUnDerechoAtrás #8Marzo",78,03/08/2026 05:26,https://www.facebook.com/reel/902258685925065/,Reel,,Total,1,+1.6x,678,26,0,28,0,2,498,684,16.835,9932.738
1391519999679269,100064638461970,Supersubsidio,"🇨🇴 En este día de la mujer, analizamos el impacto real del Sistema del Subsidio Familiar en las mujeres colombianas. Más que cifras, son historias de transformación y empoderamiento.

#DíaInternacionalDeLaMujer #DíaDeLaMujer #8M #8MNiUnDerechoAtrás #8Marzo",92,03/08/2026 15:08,https://www.facebook.com/reel/1205310888050590/,Reel,,Total,1,-3.2x,1777,10,1,16,0,3,1264,1400,3.18,4160.428
1393046442859958,100064638461970,Supersubsidio,"Detrás de cada mujer que hoy está transformando el Sistema del Subsidio Familiar hay una niña que nunca dejó de soñar y que trabajó con determinación cada día para lograr sus sueños. ✊💜

#Mujeres #Supersubsidio #MesDeLaMujer #Supersubsidio",0,03/10/2026 13:51,https://www.facebook.com/SuperSubsidio/posts/pfbid02fBcT7DqUrujfaV2qVoVWUzWSgBAYZ1pqJSV38YaNCvTM9ZqkbdJiUhj6xes6THTwl,Foto,,Total,0,--,1411,22,0,21,0,1,1355,2030,,
1394804576017478,100064638461970,Supersubsidio,"🤔 ¿Cómo puede el trabajador acceder a la cuota monetaria o subsidio familiar en dinero por su cónyuge que se dedica al cuidado de una persona a cargo con discapacidad?

#SubsidioFamiliar #CuotaMonetaria #Supersubsidio #Subsidios #SupervisarEsCuidar",97,03/12/2026 13:24,https://www.facebook.com/reel/761052886842250/,Reel,,Total,0,+2x,2488,33,4,33,3,4,2158,2418,10.644,23897.298
1395675319263737,100064638461970,Supersubsidio,"Agenda en territorio 📍

La Superintendente Sandra Viviana Cadena Martínez visita hoy Comfiar Arauca para supervisar de primera mano la infraestructura y servicios de la Caja. La jornada inició en el Centro Recreacional Los Araguatos, donde recorrió las 15 hectáreas del complejo, inspeccionó el avance de nuevas obras perimetrales y compartió con los estudiantes del Colegio Comfiar en su actividad especial “Día Blanco”. 🤍

🎢El recorrido continúa por las sedes educativas y administrativas para verificar las mejoras en senderos de movilidad, cubiertas y áreas de atención al usuario. Desde la Supersubsidio, reafirmamos nuestro compromiso de garantizar que los espacios de recreación y educación en las regiones cumplan con los más altos estándares para el bienestar de todos los trabajadores. 🇨🇴💙

#Supersubsidio #ConDignodadCumplimos",0,03/13/2026 14:36,https://www.facebook.com/SuperSubsidio/posts/pfbid0rkP5mEKQLefAQ3AgMF5FoSGCuhueCZNXev28joguTX3VXVLq3eM9m6NBz8MZ8oqtl,Foto,,Total,2,--,6278,43,5,39,0,6,5751,9140,,
1395814952583107,100064638461970,Supersubsidio,"Arauca no es solo geografía; es alma, es historia y es el corazón de familias que merecen protección. Hoy, 13 de marzo de 2026, nuestra Superintendente, Sandra Viviana Cadena Martínez, llegó a esta tierra para asegurar que el Sistema del Subsidio Familiar cumpla su misión con transparencia y equidad. 

Recorrimos lugares que transforman vidas:

☀️ Centro Recreacional Los Araguatos: 15 hectáreas dedicadas al derecho al descanso y la alegría de los trabajadores.

👩‍🏫 Colegio COMFIAR: 30 años formando a 472 estudiantes en aulas modernas impulsadas por energía solar. 

💻 33 años de servicio: Reconocemos la labor de COMFIAR, el puente entre el trabajo y el bienestar en el departamento. 

En la Superintendencia del Subsidio Familiar no solo vigilamos números, vigilamos sueños. Porque en la tierra del mejor cacao del mundo, el bienestar es una canción que todos debemos cantar.

📍 ¡Sigamos transformando el territorio!

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Arauca",85,03/13/2026 17:36,https://www.facebook.com/reel/1134787235382458/,Reel,,Total,0,-0.8x,1105,24,1,16,0,10,1159,1363,4.17,5254.298
1398112395686696,100064638461970,Supersubsidio,"En la @Supersubsidio sabemos que la efectividad de la política pública nace de la articulación. 🤝

Actualmente, avanzamos en una mesa de trabajo estratégica junto al @mintrabajocol, @mineducacioncol e @icbfcolombiaoficial para revisar los lineamientos de atención de FONIÑEZ. Nuestro objetivo es claro: armonizar criterios de Inspección, Vigilancia y Control (IVC) que permitan medir con precisión el impacto social de:

✅ Jornada Escolar Complementaria.
✅ Atención Integral a la Primera Infancia.

No se trata solo de vigilar procesos, sino de asegurar que cada recurso se traduzca en bienestar y desarrollo para la niñez colombiana. ¡Unidos por un estándar de excelencia en la protección social!

#SupervisarEsCuidar #SuperSubsidio",0,03/16/2026 09:06,https://www.facebook.com/SuperSubsidio/posts/pfbid021yQG86mJRWpTbHfQjELfyeaaWR3kF9TXwj6BKjjPxW6NpMNEdcchyvKFrY7pL47Al,Foto,,Total,0,--,5054,19,1,21,0,3,4531,6714,,
1398265652338037,100064638461970,Supersubsidio,"Desde la SuperSubsidio nos unimos al @MintrabajoCol, @Mineducacion y @ICBFColombia para fortalecer la atención de FONIÑEZ. Estamos rediseñando la forma en que evaluamos la Jornada Escolar Complementaria y la Primera Infancia.

Nuestra meta es que la vigilancia (IVC) vaya más allá del papel y logre capturar el verdadero impacto social en los territorios. 🇨🇴

Porque una infancia bien atendida es el motor de un cambio real. ¡Seguimos trabajando en equipo por el futuro de Colombia! 💛💙❤️

#PrimeraInfancia #SupervisarEsCuidar #SuperSubsidio",16,03/16/2026 13:15,https://www.facebook.com/reel/2113972122693403/,Reel,,Total,1,0x,1359,13,1,12,0,0,1129,1371,4.708,5565.542
1399371115560824,100064638461970,Supersubsidio,"🇨🇴 Continuamos recorriendo los territorios. Hoy llegamos a Montería, Córdoba, para vigilar que los recursos del sistema del subsidio familiar se inviertan en bienestar y oportunidades para las familias trabajadoras.

#SubsidioFamiliar #Supersubsidio #SupervisarEsCuidar",0,03/17/2026 21:13,https://www.facebook.com/SuperSubsidio/posts/pfbid0TdPcJfvktVZSWnX7VoAuWbvrJ5chfFTbVCs6VkqqgVdTyBruvyXhVNsCSs8Z5pkkl,Foto,,Total,0,--,1056,8,0,8,0,0,967,1437,,
1399881388843130,100064638461970,Supersubsidio,"Más que un contrato, es estabilidad y dignidad para el hogar. 🏠✨

En Montería, acompañamos a los trabajadores de @comfacoroficial en su transición hacia la formalización laboral. Ver la alegría de quienes hoy reciben su contrato a término indefinido nos motiva a seguir trabajando por un país donde el trabajo digno sea el estándar, no la excepción. 💙🇨🇴

#supersubsidio #condignidadcumplimos",37,03/18/2026 12:28,https://www.facebook.com/reel/820372497129305/,Reel,,Total,0,-0.2x,994,11,0,11,0,0,810,938,5.177,4364.699
1400091572155445,100064638461970,Supersubsidio,"🇨🇴 Hoy vivimos una jornada histórica en La Guajira. Junto a Comfaguajira, recorrimos Riohacha y Hatonuevo para entregar obras que significan progreso y calidad de vida para miles de familias.

Seguimos llegando a cada rincón del país para garantizar que los recursos del subsidio familiar se traduzcan en realidades que cambian vidas. 🤝

#Supersubsidio #SupervisarEsCuidar #SubsidioFamiliar #Guajira",0,03/18/2026 18:16,https://www.facebook.com/SuperSubsidio/posts/pfbid02XhwRRfRY9N4LLb2MUEdm4cQWTmaCoq1dWoZddn3TSSCZfaFamgx2Bk2HK5LAQDfCl,Foto,,Total,0,--,1398,12,0,10,0,2,1286,1761,,
